Id,Toponyms,Type,Period,StartDate,EndDate,Longitude,Latitude,LocQual,SizeHa,SizeQual,Source,Source_id
872,i Selci,settlement,Iron Age,-700,-600,12.23538711,41.98201734,A,0.1,B,"Tartara 1999, p. 129",161
1133,Anagni,settlement,Archaic Period,-600,-500,13.16030516,41.74275198,A,5,B,"Mazzolani 1969, p. 19",1
1134,Anagni,settlement,Republican Period,-500,-30,13.15733324,41.74304977,A,12,B,"Mazzolani 1969, p. 19",1
1134,Anagni,settlement,Imperial Period,-30,500,13.15733324,41.74304977,A,12,B,"Mazzolani 1969, p. 19",1
1135,,settlement,Roman Period,-500,500,13.1372431,41.72909225,A,0.7,D,"Mazzolani 1969, p. 111",16
1136,,settlement,Imperial Period,100,500,13.1322968,41.73927404,A,1,B,"Mazzolani 1969, p. 112",21
1137,,settlement,Roman Period,-200,500,13.17051544,41.73864003,A,1,D,"Mazzolani 1969, p. 113",25
1138,,settlement,Roman Period,-200,500,13.17993239,41.72490087,A,1,D,"Mazzolani 1969, p. 113",31
1139,,settlement,Imperial Period,300,500,13.16674361,41.72070614,A,1,B,"Mazzolani 1969, p. 113",35
1140,,settlement,Roman Period,-500,500,13.17624218,41.71178216,A,1,D,"Mazzolani 1969, p. 114",39
1141,,settlement,Roman Period,-200,500,13.19465606,41.70655403,A,1,D,"Mazzolani 1969, p. 115",41
1142,,settlement,Roman Period,-200,500,13.1569808,41.70525923,A,1,D,"Mazzolani 1969, p. 118",58
1143,,settlement,Roman Period,-200,500,13.15225809,41.68395963,A,1,D,"Mazzolani 1969, p. 123",65
1144,,settlement,Roman Period,-200,500,13.14797782,41.68386573,A,0.7,D,"Mazzolani 1969, p. 123",66
1145,,settlement,Roman Period,-200,500,13.13936179,41.68495835,A,1,D,"Mazzolani 1969, p. 123",67
1146,,settlement,Roman Period,-200,500,13.12068178,41.68964437,A,1,D,"Mazzolani 1969, p. 123",70
1147,,settlement,Roman Period,-200,500,13.09765303,41.69348962,A,1,D,"Mazzolani 1969, p. 123",72
1148,,settlement,Imperial Period,300,500,13.08790481,41.68993472,A,1,B,"Mazzolani 1969, p. 124",76
1149,,settlement,Roman Period,-200,500,13.08743654,41.69275449,A,1,D,"Mazzolani 1969, p. 124",79
1150,,settlement,Roman Period,-200,500,13.09956233,41.68099469,A,0.5,D,"Mazzolani 1969, p. 131",94
1151,,settlement,Roman Period,-200,500,13.09779252,41.68188348,A,0.5,D,"Mazzolani 1969, p. 131",95
1152,,settlement,Roman Period,-500,500,13.1081404,41.6877629,A,2,D,"Mazzolani 1969, p. 132",100
1153,Villamagna,settlement,Imperial Period,100,500,13.11355872,41.6822195,A,7,B,"Mazzolani 1969, p. 133",104
1154,,settlement,Roman Period,-200,500,13.12813689,41.67274812,A,0.7,D,"Mazzolani 1969, p. 142",108
1155,,settlement,Roman Period,-200,500,13.13011428,41.67458706,A,1,D,"Mazzolani 1969, p. 142",109
1156,,settlement,Roman Period,-200,500,13.13462556,41.68043427,A,1,D,"Mazzolani 1969, p. 142",110
1157,,settlement,Roman Period,-200,500,13.09402851,41.78824551,A,1,D,"Mazzolani 1969, p. 145",116
1158,,settlement,Roman Period,-200,500,13.10814825,41.82596917,A,1,D,"Mazzolani 1969, p. 146",126
1159,,settlement,Roman Period,-200,500,13.1313185,41.83286809,A,0.5,D,"Mazzolani 1969, p. 146",128
1160,,settlement,Roman Period,-200,500,13.14273327,41.83356323,A,0.5,D,"Mazzolani 1969, p. 149",132
1161,Fontana Grano,settlement,Roman Period,-200,500,13.11347762,41.82013153,A,1,D,"Mazzolani 1969, p. 149",134
1162,Fontana Abate,settlement,Roman Period,-200,500,13.11391887,41.81036133,A,0.5,D,"Mazzolani 1969, p. 150",135
1163,Colle S. Vito,settlement,Roman Period,-200,500,13.11757758,41.78053112,A,0.5,D,"Mazzolani 1969, p. 152",143
1164,Fontana Acetosa,settlement,Roman Period,-200,500,13.13448757,41.7787061,A,1,D,"Mazzolani 1969, p. 155",145
1165,S. Filippo,settlement,Roman Period,-200,500,13.1349003,41.76786063,A,1,D,"Mazzolani 1969, p. 156",148
1166,Canelara,settlement,Roman Period,-200,500,13.15651794,41.76029047,A,1,D,"Mazzolani 1969, p. 156",150
1167,Vignola,settlement,Roman Period,-200,500,13.1759154,41.74946835,A,1,D,"Mazzolani 1969, p. 157",153
1168,Monte S. Giorgio,settlement,Roman Period,-200,500,13.18674041,41.75319117,A,0.5,D,"Mazzolani 1969, p. 159",162
1169,Pedicate,settlement,Roman Period,-200,500,13.19225308,41.76035406,A,1,D,"Mazzolani 1969, p. 162",171
1170,Prato Castagno,settlement,Roman Period,-200,500,13.18556693,41.76918977,A,1,D,"Mazzolani 1969, p. 162",175
1171,Ara la Stella,settlement,Roman Period,-200,500,13.16931548,41.76794694,A,0.5,D,"Mazzolani 1969, p. 164",178
1172,Valle S. Pietro,settlement,Roman Period,-200,500,13.14070606,41.79947223,A,1,D,"Mazzolani 1969, p. 165",181
1173,Colle Capone,settlement,Roman Period,-200,500,13.1798315,41.81547025,A,1,D,"Mazzolani 1969, p. 166",190
1174,Monte Sroppa/Torre dell'Isola,setllement,Bronze Age,-1200,-1000,12.35395418,42.26809475,A,3,B,"Di Gennaro et al. 2002, p. 40",
1175,PVPB28,settlement,Iron Age,-1000,-600,12.31011615,42.2630794,A,1,D,"Rajala 2013, p.22",
1175,PVPB28,settlement,Archaic Period,-600,-500,12.31011615,42.2630794,A,1,D,"Rajala 2013, p.22",
1175,PVPB28,settlement,Roman Period,-500,500,12.31011615,42.2630794,A,1,D,"Rajala 2013, p.22",
1176,PVPB15/1,settlement,Neolithic Period,-4000,-3000,12.31605406,42.25326051,A,1,D,"Rajala 2013, p.17",
1176,PVPB15/1,settlement,Eneolithic Period,-3000,-2300,12.31605406,42.25326051,A,1,D,"Rajala 2013, p.17",
1176,PVPB15/1,settlement,Bronze Age,-2300,-1000,12.31605406,42.25326051,A,1,D,"Rajala 2013, p.17",
1176,PVPB15/1,settlement,Archaic Period,-600,-500,12.31605406,42.25326051,A,1,D,"Rajala 2013, p.17",
1176,PVPB15/1,settlement,Iron Age,-700,-600,12.31605406,42.25326051,A,1,D,"Rajala 2013, p.17",
1176,PVPB15/1,settlement,Roman Period,-500,500,12.31605406,42.25326051,A,1,D,"Rajala 2013, p.17",
1178,Grotta Arnaro I,settlement,Bronze Age,-2300,-1200,12.36327839,42.2336096,A,0.2,D,"Rajala 2013, p.12",
1179,Grotta Arnaro II,settlement,Bronze Age,-2300,-1300,12.37169846,42.23072556,A,0.1,D,"Rajala 2013, p.10",
1180,Porciano,settlement,Bronze Age,-2300,-1300,12.34055132,42.21548512,A,0.1,D,"Rajala 2013, p.10",
1177,GMPT42,settlement,Bronze Age,-1300,-1000,12.32611673,42.24582016,A,1,B,"Rajala 2013, p.19",
1182,Le Cerquete-Fianello,settlement,Eneolithic Period,-3100,-2500,12.23809154,41.8473486,A,1,D,"Carboni 2002, p. 245",
1182,Le Cerquete-Fianello,settlement,Neolithic Period,-3400,-3300,12.23809154,41.8473486,A,1,D,"Carboni 2002, p. 245",
1183,Osteria del Curato-via Cinquefrondi,settlement,Eneolithic Period,-3000,-2300,12.58665717,41.83744837,A,2,B,Anzidei et al. 2007,
1184,Casale Coazzo,settlement,Archaic Period,-600,-500,12.58524036,41.96496521,A,18,D,"Jolivet et al. 2009, CD-ROM",B70
1184,Casale Coazzo,settlement,Republican Period,-500,-200,12.58524036,41.96496521,A,18,D,"Jolivet et al. 2009, CD-ROM",B70
1185,Via Nomentana,settlement,Archaic Period,-600,-500,12.61218544,41.97072953,A,1.5,D,"Jolivet et al. 2009, CD-ROM",D159
1185,Via Nomentana,settlement,Republican Period,-500,-200,12.61218544,41.97072953,A,1.5,D,"Jolivet et al. 2009, CD-ROM",D159
1186,Via Casal Bianco,settlement,Archaic Period,-600,-500,12.63511425,41.9513408,A,1.5,D,"Jolivet et al. 2009, CD-ROM",D206
1186,Via Casal Bianco,settlement,Republican Period,-500,-200,12.63511425,41.9513408,A,1.5,D,"Jolivet et al. 2009, CD-ROM",D206
1187,Via Tiburtina (Caenina?),settlement,Archaic Period,-650,-500,12.57509811,41.92908409,A,3,D,"Jolivet 2009, CD-ROM",D185
1187,Via Tiburtina (Caenina?),settlement,Republican Period,-500,-30,12.57509811,41.92908409,A,3,D,"Jolivet 2009, CD-ROM",D185
1188,,settlement,Republican Period,-500,-200,12.65972997,41.89126829,A,1.5,B,"Jolivet 2009, CD-ROM",D90
1189,,settlement,Republican Period,-500,-200,12.61691915,41.85244701,A,1.5,B,"Jolivet 2009, CD-ROM",D95
1190,Via Cassia,settlement,Archaic Period,-600,-500,12.43944289,41.9807052,A,2,D,"Jolivet 2009, CD-ROM",B100
1190,Via Cassia,settlement,Republican Period,-500,-200,12.43944289,41.9807052,A,2,D,"Jolivet 2009, CD-ROM",B100
494,Antemnae,settlement,Republican Period,-500,-200,12.50175048,41.93811746,A,13,D,"Alessandri 2013, p. 351",3.167
1192,Crustumerium,settlement,Archaic Period,-600,-500,12.54479734,42.01748919,A,55,D,Attema etal. 2014,
1192,Crustumerium,settlement,Iron Age,-900,-600,12.54479734,42.01748919,A,55,D,Attema etal. 2014,
1193,Muro Linari,settlement,Imperial Period,100,200,12.62471781,41.83011718,A,0.4,B,"De Rossi 1979, p. 25",2
1194,Passo Lombardo,settlement,Imperial Period,-30,500,12.6391051,41.83186715,A,0.3,B,"De Rossi 1979, p. 33",8
1195,Muro Linari,settlement,Imperial Period,-30,500,12.61971815,41.83030408,A,0.5,B,"De Rossi 1979, p. 33",15
1196,,settlement,Republican Period,-100,-30,12.62803176,41.82078446,A,0.7,B,"De Rossi 1979, p. 34",19
1196,,settlement,Imperial Period,-30,500,12.62803176,41.82078446,A,0.7,B,"De Rossi 1979, p. 34",19
1197,,settlement,Imperial Period,100,300,12.63261419,41.82084791,A,0.3,B,"De Rossi 1979, p. 35",23
1198,Fosso della Botte di S. Andrea,settlement,Imperial Period,100,300,12.63225635,41.81791683,A,0.6,B,"De Rossi 1979, p. 36",29
1199,,settlement,Republican Period,-200,-30,12.59626556,41.83003696,A,0.6,B,"De Rossi 1979, p. 38",41
1200,,settlement,Imperial Period,-30,500,12.59797887,41.82745764,A,0.4,B,"De Rossi 1979, p. 39",46
1201,Casale di Gregna,settlement,Imperial Period,200,500,12.59854607,41.82544873,A,0.9,B,"De Rossi 1979, p. 42",48
1202,Torre di Morena,settlement,Republican Period,-100,-30,12.61293427,41.81211646,A,0.3,B,"De Rossi 1979, p. 59",75
1203,,settlement,Imperial Period,100,500,12.60610156,41.80990627,A,0.5,B,"De Rossi 1979, p. 61",79
1204,Colonnette,settlement,Imperial Period,-30,500,12.61206367,41.80541992,A,0.5,B,"De Rossi 1979, p. 62",83
1205,Colonnette,settlement,Imperial Period,100,300,12.60968888,41.80371252,A,0.3,B,"De Rossi 1979, p. 62",84
1206,,settlement,Republican Period,-100,-30,12.62001262,41.80476116,A,0.4,B,"De Rossi 1979, p. 62",88
1206,,settlement,Imperial Period,-30,500,12.62001262,41.80476116,A,0.4,B,"De Rossi 1979, p. 62",88
1207,Tenuta dei Centroni,settlement,Imperial Period,-30,500,12.62009447,41.8185397,A,1.7,B,"De Rossi 1979, p. 66",96
1208,Villa dei Centroni,settlement,Imperial Period,-30,500,12.62487376,41.8163378,A,2,B,"De Rossi 1979, p. 70",101
1209,Villa di Casal Morena,settlement,Imperial Period,-30,500,12.61946802,41.81303386,A,2,B,"De Rossi 1979, p. 98",103
1210,,settlement,Imperial Period,-30,500,12.6310606,41.81030697,A,0.4,B,"De Rossi 1979, p. 159",116
1211,,settlement,Imperial Period,300,500,12.63351325,41.80394334,A,0.6,B,"De Rossi 1979, p. 159",120
1212,Ad Decimum,settlement,Imperial Period,-30,500,12.63763115,41.8040995,A,3.5,B,"De Rossi 1979, p. 160",121
1213,Casale di Marzio,settlement,Imperial Period,-30,500,12.58211815,41.82875687,A,0.4,B,"De Rossi 1979, p. 176",123
1214,Casale della Pignola,settlement,Imperial Period,-30,500,12.5891772,41.81606916,A,0.7,B,"De Rossi 1979, p. 178",132
1215,,settlement,Imperial Period,-30,500,12.583236,41.80802339,A,0.7,B,"De Rossi 1979, p. 179",136
1216,Pignola,settlement,Republican Period,-100,-30,12.59263092,41.80021674,A,0.4,B,"De Rossi 1979, p. 180",141
1217,,settlement,Imperial Period,-30,500,12.6162301,41.80246225,A,0.4,B,"De Rossi 1979, p. 181",145
1217,,settlement,Republican Period,-100,-30,12.6162301,41.80246225,A,0.4,B,"De Rossi 1979, p. 181",145
1218,,settlement,Imperial Period,-30,500,12.61291639,41.79957354,A,0.3,B,"De Rossi 1979, p. 182",152
1219,Torre dell'Acqua Sotterra,settlement,Imperial Period,-30,500,12.62406963,41.80097671,A,0.7,B,"De Rossi 1979, p. 183",155
1220,,settlement,Republican Period,-100,-30,12.6179004,41.79748921,A,0.6,D,"De Rossi 1979, p. 185",160
1220,,settlement,Imperial Period,-30,500,12.6179004,41.79748921,A,0.6,D,"De Rossi 1979, p. 185",160
1221,Casabianca,settlement,Imperial Period,-30,500,12.60915822,41.79492425,A,0.5,B,"De Rossi 1979, p. 186",164
1222,,settlement,Imperial Period,-30,500,12.61520233,41.79222093,A,0.5,B,"De Rossi 1979, p. 186",165
1223,,settlement,Imperial Period,100,500,12.61812759,41.79178251,A,0.3,B,"De Rossi 1979, p. 186",166
1224,Marcandreola,settlement,Republican Period,-100,-30,12.62080061,41.78984755,A,0.4,D,"De Rossi 1979, p. 187",169
1224,Marcandreola,settlement,Imperial Period,-30,200,12.62080061,41.78984755,A,0.4,D,"De Rossi 1979, p. 187",169
1225,Il Casale dei Francesi,settlement,Imperial Period,-30,500,12.61812074,41.78729071,A,0.3,B,"De Rossi 1979, p. 188",171
1226,,settlement,Imperial Period,-30,500,12.62358147,41.78564367,A,0.6,B,"De Rossi 1979, p. 190",172
1227,Villa di Voconio Pollione,settlement,Republican Period,-100,-30,12.62498631,41.78722241,A,1.5,D,"De Rossi 1979, p. 190",173
1227,Villa di Voconio Pollione,settlement,Imperial Period,-30,450,12.62498631,41.78722241,A,1.5,D,"De Rossi 1979, p. 190",173
1228,,settlement,Imperial Period,-30,500,12.63007186,41.78270579,A,1.7,D,"De Rossi 1979, p. 199",179
1228,,settlement,Republican Period,-100,-30,12.63007186,41.78270579,A,1.7,D,"De Rossi 1979, p. 199",179
1229,,settlement,Republican Period,-200,-30,12.63404377,41.78014578,A,0.5,B,"De Rossi 1979, p. 228",186
1230,Berretta da Prete,settlement,Republican Period,-100,-30,12.58548305,41.79759049,A,0.7,D,"De Rossi 1979, p. 228",200
1230,Berretta da Prete,settlement,Imperial Period,-30,400,12.58548305,41.79759049,A,0.7,D,"De Rossi 1979, p. 228",200
1231,,settlement,Imperial Period,-30,500,12.5912575,41.7954538,A,0.5,D,"De Rossi 1979, p. 240",201
1231,,settlement,Republican Period,-100,-30,12.5912575,41.7954538,A,0.5,D,"De Rossi 1979, p. 240",201
1232,Casale di Fiorano,settlement,Imperial Period,100,500,12.58287962,41.79268781,A,0.9,B,"De Rossi 1979, p. 243",209
1233,,settlement,Imperial Period,-30,500,12.58798383,41.79298775,A,0.4,B,"De Rossi 1979, p. 245",211
1234,,settlement,Imperial Period,-30,500,12.58697735,41.79057568,A,0.2,B,"De Rossi 1979, p. 246",217
1235,Casale di Palombaro,settlement,Imperial Period,-30,500,12.58845125,41.78979621,A,1,D,"De Rossi 1979, p. 250",220
1235,Casale di Palombaro,settlement,Republican Period,-100,-30,12.58845125,41.78979621,A,1,D,"De Rossi 1979, p. 250",220
1236,,settlement,Republican Period,-100,-30,12.59228865,41.79120313,A,0.4,D,"De Rossi 1979, p. 259",222
1236,,settlement,Imperial Period,-30,500,12.59228865,41.79120313,A,0.4,D,"De Rossi 1979, p. 259",222
1237,,settlement,Republican Period,-100,-30,12.59538785,41.78380604,A,0.4,B,"De Rossi 1979, p. 266",245
1238,Casabianca,settlement,Imperial Period,-30,500,12.60622686,41.78926705,A,0.3,B,"De Rossi 1979, p. 269",249
1239,,settlement,Republican Period,-100,-30,12.6054445,41.78230769,A,0.6,D,"De Rossi 1979, p. 270",254
1239,,settlement,Imperial Period,-30,500,12.6054445,41.78230769,A,0.6,D,"De Rossi 1979, p. 270",254
1240,,settlement,Imperial Period,-30,500,12.61351921,41.76730436,A,0.4,B,"De Rossi 1979, p. 284",273
1241,,settlement,Imperial Period,-30,500,12.61635477,41.7644304,A,0.5,B,"De Rossi 1979, p. 286",275
1242,Quarto Coste Rotonde,settlement,Republican Period,-100,-30,12.62896505,41.76826315,A,0.5,B,"De Rossi 1979, p. 289",281
1243,Casale di Licia,settlement,Iron Age,-1000,-600,12.63982921,41.77072497,A,1.5,D,"De Rossi 1979, p. 290",285
1244,Castagnola,settlement,Republican Period,-100,-30,12.62662643,41.76520494,A,0.6,D,"De Rossi 1979, p. 296",296
1244,Castagnola,settlement,Imperial Period,-30,500,12.62662643,41.76520494,A,0.6,D,"De Rossi 1979, p. 296",296
1243,Casale di Licia,settlement,Archaic Period,-600,-500,12.63982921,41.77072497,A,1.5,D,"De Rossi 1979, p. 290",285
1245,Bovillae,settlement,Republican Period,-500,-30,12.6323491,41.75466376,A,37,B,"De Rossi 1979, p. 301",304
1245,Bovillae,settlement,Imperial Period,-30,500,12.62191439,41.75422779,A,50,B,"De Rossi 1979, p. 301",304
1246,,settlement,Imperial Period,-30,500,12.63231016,41.75655701,A,0.5,B,"De Rossi 1979, p. 323",305
1247,,settlement,Imperial Period,-30,500,12.63371793,41.76052461,A,0.5,B,"De Rossi 1979, p. 323",307
1248,Vigna Spinabella,settlement,Imperial Period,-30,500,12.63755107,41.76616654,A,1.5,B,"De Rossi 1979, p. 325",311
1249,,settlement,Imperial Period,-30,500,12.6384186,41.75913349,A,0.5,B,"De Rossi 1979, p. 328",313
1250,,settlement,Imperial Period,-30,500,12.64000599,41.75329313,A,1,B,"De Rossi 1979, p. 329",317
1251,,settlement,Imperial Period,-30,500,12.63512726,41.75180004,A,1,B,"De Rossi 1979, p. 329",319
1252,,settlement,Imperial Period,-30,500,12.58220101,41.77684342,A,0.8,B,"De Rossi 1979, p. 332",332
1253,,settlement,Archaic Period,-600,-500,12.5941056,41.77761847,A,0.7,D,"De Rossi 1979, p. 334",333
1253,,settlement,Republican Period,-500,-30,12.5941056,41.77761847,A,0.7,D,"De Rossi 1979, p. 334",333
1253,,settlement,Imperial Period,-30,500,12.5941056,41.77761847,A,0.7,D,"De Rossi 1979, p. 334",333
1254,Mugilla (?),settlement,Archaic Period,-600,-500,12.59420072,41.77328195,A,3.5,B,"De Rossi 1979, p. 334",335
1255,,settlement,Imperial Period,-30,500,12.60281338,41.77560476,A,0.4,B,"De Rossi 1979, p. 338",337
1256,,settlement,Imperial Period,-30,500,12.58044837,41.76387293,A,1,B,"De Rossi 1979, p. 339",339
1257,,settlement,Imperial Period,-30,500,12.58286491,41.7696923,A,0.6,B,"De Rossi 1979, p. 339",340
1258,,settlement,Republican Period,-300,-30,12.59052774,41.76816388,A,0.8,D,"De Rossi 1979, p. 341",346
1258,,settlement,Imperial Period,-30,300,12.59052774,41.76816388,A,0.8,D,"De Rossi 1979, p. 341",346
1259,,settlement,Imperial Period,-30,500,12.59178919,41.75786203,A,0.7,B,"De Rossi 1979, p. 344",356
1260,,settlement,Republican Period,-300,-30,12.59445248,41.76415536,A,0.7,B,"De Rossi 1979, p. 344",360
1260,,settlement,Imperial Period,-30,500,12.59445248,41.76415536,A,0.7,B,"De Rossi 1979, p. 344",360
1261,,settlement,Republican Period,-100,-30,12.60037609,41.75106875,A,1,D,"De Rossi 1979, p. 346",371
1261,,settlement,Imperial Period,-30,500,12.60037609,41.75106875,A,1,D,"De Rossi 1979, p. 346",371
1262,,settlement,Republican Period,-100,-30,12.60946803,41.75871866,A,0.5,D,"De Rossi 1979, p. 346",374
1262,,settlement,Imperial Period,-30,500,12.60946803,41.75871866,A,0.5,D,"De Rossi 1979, p. 346",374
1263,,settlement,Republican Period,-300,-30,12.63934657,41.80969919,A,0.6,D,"De Rossi 1979, p. 349",383
1263,,settlement,Imperial Period,-30,500,12.63934657,41.80969919,A,0.6,D,"De Rossi 1979, p. 349",383
1264,,settlement,Republican Period,-300,-30,12.63694927,41.80115876,A,0.5,D,"De Rossi 1979, p. 349",387
1264,,settlement,Imperial Period,-30,500,12.63694927,41.80115876,A,0.5,D,"De Rossi 1979, p. 349",387
1265,Colle Oliva,settlement,Imperial Period,-30,500,12.62798962,41.79538681,A,1.2,D,"De Rossi 1979, p. 350",391
1265,Colle Oliva,settlement,Republican Period,-100,-30,12.62798962,41.79538681,A,1.2,D,"De Rossi 1979, p. 350",391
1266,,settlement,Imperial Period,-30,500,12.63864373,41.78772982,A,0.5,B,"De Rossi 1979, p. 350",397
1267,,settlement,Republican Period,-100,-30,12.63080261,41.7885599,A,1.5,D,"De Rossi 1979, p. 354",404
1267,,settlement,Imperial Period,-30,500,12.63080261,41.7885599,A,1.5,D,"De Rossi 1979, p. 354",404
1268,,settlement,Imperial Period,-30,500,12.63576743,41.784196,A,0.5,B,"De Rossi 1979, p. 358",411
1269,,settlement,Republican Period,-100,-30,12.63799022,41.78235817,A,0.5,B,"De Rossi 1979, p. 358",414
1270,Fontanile dei Monaci,settlement,Republican Period,-100,-30,12.62132134,41.78185867,A,0.7,D,"De Rossi 1979, p. 379",423
1270,Fontanile dei Monaci,settlement,Imperial Period,-30,500,12.62132134,41.78185867,A,0.7,D,"De Rossi 1979, p. 379",423
1271,,settlement,Imperial Period,-30,500,12.61861441,41.7780907,A,0.7,B,"De Rossi 1979, p. 381",427
1272,,settlement,Imperial Period,-30,500,12.62538935,41.77588278,A,0.5,B,"De Rossi 1979, p. 382",430
1273,Messer Paoli,settlement,Imperial Period,-30,500,12.62735658,41.7737869,A,3.5,B,"De Rossi 1979, p. 382",432
1274,Casale Castruccio,settlement,Republican Period,-100,-30,12.63430199,41.77540916,A,0.9,D,"De Rossi 1979, p. 389",436
1274,Casale Castruccio,settlement,Imperial Period,-30,500,12.63430199,41.77540916,A,0.9,D,"De Rossi 1979, p. 389",436
1275,,settlement,Imperial Period,-30,500,12.62188527,41.77028628,A,0.5,B,"De Rossi 1979, p. 392",438
1276,,settlement,Republican Period,-300,-50,11.375,42.40791758,A,0.2,C,"Carandini et al. 2002, Catalogo: Capalbio",Cap 1
1277,,settlement,Imperial Period,-50,300,11.338,42.46638657,A,1,C,"Carandini et al. 2002, Catalogo: Capalbio",Cap 11
1278,,settlement,Republican Period,-200,-20,11.328,42.42905094,A,0.1,C,"Carandini et al. 2002, Catalogo: Capalbio",Cap 12
